"codine","where_geoname","xy_0_1","xy_0_2","xy_0_3","xy_0_4","xy_0_5","xy_0_6","xy_0_7","xy_0_8","xy_0_9","xy_0_10","xy_0_11","xy_0_12","xy_0_13","xy_0_14","xy_0_15","xy_0_16","xy_0_17","xy_0_18","xy_0_19","xy_0_20","xy_0_21","xy_0_22","xy_0_23","xy_0_24","xy_0_25","xy_0_26","xy_0_27","xy_0_28","xy_0_29","xy_0_30","xy_0_31","xy_0_32","xy_0_33","xy_0_34","xy_0_35","xy_0_36","xy_0_37","xy_0_38","xy_0_39","xy_0_40","xy_0_41","xy_0_42","xy_0_43","xy_0_44","xy_0_45","xy_0_46","xy_0_47","xy_0_48","xy_0_49","xy_0_50","xy_0_51","xy_0_52","xy_0_53","xy_0_54","xy_0_55","xy_0_56","xy_0_57","xy_0_58","xy_0_59","xy_0_60","xy_0_61","xy_0_62","xy_0_63","xy_0_64","xy_0_65","xy_0_66","xy_0_67","xy_0_68","xy_0_69","xy_0_70","xy_0_71","xy_0_72","xy_0_73","xy_0_74","xy_0_75","xy_0_76","xy_0_77","xy_0_78","xy_0_79","xy_0_80","xy_0_81","xy_81_82","xy_82_83","xy_83_84","xy_84_85","xy_85_86","xy_86_87","xy_87_88","xy_88_89","xy_89_90","xy_90_91","xy_91_92","xy_92_93","xy_93_94","xy_94_95","xy_95_96","xy_96_97","xy_97_98","xy_98_99","xy_99_100","xy_100_","xx_0_1","xx_1_2","xx_2_3","xx_3_4","xx_4_5","xx_5_6","xx_6_7","xx_7_8","xx_8_9","xx_9_10","xx_10_11","xx_11_12","xx_12_13","xx_13_14","xx_14_15","xx_15_16","xx_16_17","xx_17_18","xx_18_19","xx_19_20","xx_20_21","xx_21_22","xx_22_23","xx_23_24","xx_24_25","xx_25_26","xx_26_27","xx_27_28","xx_28_29","xx_29_30","xx_30_31","xx_31_32","xx_32_33","xx_33_34","xx_34_35","xx_35_36","xx_36_37","xx_37_38","xx_38_39","xx_39_40","xx_40_41","xx_41_42","xx_42_43","xx_43_44","xx_44_45","xx_45_46","xx_46_47","xx_47_48","xx_48_49","xx_49_50","xx_50_51","xx_51_52","xx_52_53","xx_53_54","xx_54_55","xx_55_56","xx_56_57","xx_57_58","xx_58_59","xx_59_60","xx_60_61","xx_61_62","xx_62_63","xx_63_64","xx_64_65","xx_65_66","xx_66_67","xx_67_68","xx_68_69","xx_69_70","xx_70_71","xx_71_72","xx_72_73","xx_73_74","xx_74_75","xx_75_76","xx_76_77","xx_77_78","xx_78_79","xx_79_80","xx_80_81","xx_81_82","xx_82_83","xx_83_84","xx_84_85","xx_85_86","xx_86_87","xx_87_88","xx_88_89","xx_89_90","xx_90_91","xx_91_92","xx_92_93","xx_93_94","xx_94_95","xx_95_96","xx_96_97","xx_97_98","xx_98_99","xx_99_100","xx_100_"
"01","Andalucía",33696,33180,35766,37434,37779,41317,42076,44913,46722,46819,47992,48397,48173,48986,49976,51845,53597,55237,57599,59069,62571,63499,65434,65671,66294,66099,64423,63873,63644,62528,62752,62371,62282,63444,62483,62038,63907,60379,57119,55771,56753,54248,54184,52201,47536,46057,43360,44388,43680,40343,37134,40078,42765,39002,35986,39970,36982,38336,31658,28083,36508,26418,27860,31020,33544,32849,31761,34126,33018,31092,29869,28130,26600,23910,23041,21345,19761,18305,16611,14803,12716,10155,8826,7659,6387,5883,5098,4304,3487,2988,2409,1729,1365,963,695,561,312,231,165,161,632,30781,30898,35938,36699,36460,39340,40127,42306,44537,43816,45250,45796,45315,46473,47649,49118,51304,52608,55185,56448,59634,60030,62376,62627,63856,63205,62539,61521,61517,60451,60483,60823,61328,62790,61128,61732,63472,59821,56595,55033,55938,53854,53555,51931,47054,46117,43536,43849,43268,40088,37126,40443,43710,39751,36842,41065,38379,39811,33387,29792,39133,29364,31025,34056,38321,36968,35714,38199,37692,35681,35963,34036,32916,29995,30074,28241,27257,25312,25052,21686,20876,17173,16172,14656,12727,12427,10976,9433,8140,6897,6103,4430,3482,2789,1941,1590,1012,780,585,364,1029
"02","Aragón",4371,4620,4674,4723,4749,4872,4938,5028,5178,5062,5298,5550,5550,5576,5830,6187,6459,6474,6968,7335,7883,8200,8853,9118,9572,9759,9727,9546,9731,9457,9665,9485,9343,9398,9674,9544,9959,9666,9491,9070,9299,9200,9089,8918,8435,8274,7716,7820,7954,7313,7335,7538,7828,7276,7164,7242,7129,6825,6330,5844,6606,4603,5022,5822,6756,6609,6876,7106,6912,6843,6673,6398,6239,5950,5625,5367,5372,4949,4618,4272,3647,2889,2497,2170,1927,1791,1591,1318,1195,911,743,556,494,367,263,216,117,79,64,35,79,4052,4245,4226,4564,4597,4638,4798,4746,5115,4964,4869,5104,5324,5422,5637,5763,5937,6067,6549,6893,7446,7802,8286,8679,8927,8944,8839,8867,8999,8859,8779,8663,8824,9041,8977,8973,9221,8959,8858,8820,9032,8725,8617,8523,8137,7926,7510,7613,7730,7168,7050,7482,7779,7137,7165,7376,7038,6951,6324,5856,6720,4886,5191,6211,7485,7173,7388,7758,7798,7364,7687,7442,7407,6883,6882,6603,6620,6428,6373,5711,5452,4502,4319,3772,3463,3237,3060,2650,2378,1895,1671,1265,1029,821,593,497,325,249,160,110,200
"03","Asturias, principado de",3096,3232,2831,2923,3114,3359,3343,3626,3794,3970,3986,4103,4396,4804,5284,5582,5711,6129,6398,6920,7451,7809,8321,8674,9015,8861,8627,8254,8366,8305,7945,7824,7627,7995,7801,7861,8056,8010,8094,8058,8365,8291,8239,8420,8119,7768,7659,7704,7706,7218,7324,7392,7567,6882,7009,6896,6317,6114,5179,4917,5249,4086,4641,5013,6153,6018,6361,6396,6500,5969,6137,5489,5541,5093,4981,4622,4395,3917,3725,3324,2916,2345,1965,1712,1562,1343,1221,990,830,716,543,432,296,241,158,104,106,68,33,27,40,2844,2915,2719,2690,3037,3165,3249,3322,3686,3740,3829,3962,4165,4545,4854,5186,5482,5772,6160,6706,7223,7573,7962,8484,8427,8482,8485,8222,8305,8024,7759,7653,7621,7819,7788,7870,8243,8187,8170,8191,8591,8598,8660,8631,8506,8109,7890,7913,7818,7245,7221,7648,7820,7236,7291,7417,6771,6597,5306,5187,5424,4538,5362,5671,7105,6795,7198,7276,7620,7034,7507,6996,7144,6582,6583,6380,6170,5875,5858,4942,4890,4196,4020,3440,3294,2869,2831,2417,2230,1720,1625,1196,1020,710,580,446,307,236,147,96,136
"04","Balears, illes",4031,3740,4269,4357,4323,4460,4519,4561,4886,4875,4928,4874,4867,4864,4945,5163,5258,5417,5613,5867,6302,6642,6960,7269,7859,8039,8178,8337,8463,8408,8209,7933,7988,8033,7989,7959,8167,7568,7088,7020,7295,6867,6665,6443,6255,6064,5924,5930,6056,5573,5430,5468,5943,5353,5316,5281,5008,4837,4282,3848,4427,3338,3383,3660,3927,3658,3708,3745,3529,3279,3250,3051,2836,2860,2726,2426,2322,2182,1982,1909,1730,1337,1303,1120,1034,853,811,657,512,455,307,311,207,155,106,59,38,38,17,9,19,3816,3612,4000,4109,4089,4283,4221,4424,4696,4505,4632,4626,4593,4669,4740,4847,5006,4959,5272,5680,6028,6273,6657,7171,7287,7561,7894,7937,8001,8064,7728,7694,7595,7630,7598,7534,7684,7301,7003,6804,7013,6622,6537,6509,6006,6024,5721,5659,5716,5226,5244,5298,5821,5218,5004,4890,4859,4871,4222,3834,4182,3422,3537,3838,4062,4118,3838,4172,3921,3811,3792,3691,3614,3492,3447,3331,3288,2990,3056,2680,2707,2226,2181,1946,1851,1670,1502,1317,1040,936,722,629,489,401,282,187,130,105,68,35,62
"05","Canarias",6983,7680,8496,7979,8301,9559,9674,9983,10466,10340,10702,11163,11234,11127,11236,11358,11838,12181,12974,13767,14394,14975,15158,15913,16783,17196,17651,18116,18724,18593,18442,17928,17318,17533,17189,17280,17349,16492,15739,15084,14764,13739,13251,13150,12663,12218,11354,11207,11115,10659,10584,10130,9981,9502,9195,9732,9102,8700,8638,7548,8297,6023,6652,6931,7623,7476,7318,7246,7023,6151,5874,5338,5051,4508,4297,3825,3589,3366,2952,2723,2191,1788,1716,1643,1446,1327,1288,951,854,704,538,442,353,250,187,142,91,57,44,37,95,6309,7293,7824,8590,8932,9109,9146,9543,9876,9623,10212,10561,10870,10824,10844,11035,11375,11896,12718,13379,14097,14571,14978,15104,15726,16355,16936,17513,17554,17328,17314,17112,16539,16790,16497,16706,16586,15508,15222,14650,14358,13095,12837,12277,11961,11663,11304,10940,10574,10294,9931,9770,9486,9255,9334,9601,8863,8609,8668,7506,8377,6436,6885,7365,8424,8089,8052,7815,7960,7141,6819,6346,6150,5558,5207,4843,4929,4406,4247,3672,3456,2848,2775,2705,2465,2368,2244,1848,1556,1357,1232,872,746,607,483,363,241,162,119,101,186
"06","Cantabria",2049,1882,1967,1974,1919,1981,2014,2131,2351,2297,2444,2448,2567,2663,2894,3023,3142,3342,3552,3900,4114,4194,4443,4570,4638,4523,4428,4375,4209,4201,4367,4216,4290,4253,4279,4200,4150,4176,4140,4158,4210,4346,4372,4307,4108,3933,3749,3725,3830,3581,3653,3529,3730,3370,3276,3004,2825,2834,2480,2289,2533,1776,2170,2382,2776,2737,2758,2759,2781,2642,2634,2425,2478,2257,2215,2040,2027,1756,1607,1438,1231,1007,959,845,730,659,554,464,407,319,259,213,142,93,76,68,26,23,17,14,61,1993,1816,1752,1797,1795,1876,1839,2047,2104,2165,2309,2294,2493,2543,2667,2884,3001,3193,3374,3644,3887,4031,4315,4269,4503,4389,4169,4212,4295,4070,4232,4065,3998,4172,4257,4237,4115,4261,4139,4138,4336,4481,4259,4349,3992,3852,3815,3844,3702,3514,3529,3570,3705,3309,3176,3144,2999,2841,2589,2430,2634,2015,2252,2621,3017,2914,3033,3196,3259,2997,3178,3042,3070,2792,2795,2784,2597,2551,2386,2137,2036,1788,1804,1592,1522,1402,1360,1192,992,830,716,526,478,339,301,190,156,112,87,52,112
"07","Castilla y león",7053,7125,8044,8608,8481,9193,9604,9951,10518,10813,10926,11380,11824,12116,12813,13688,14148,14483,15345,16204,17230,17635,18778,18841,19470,19097,19063,18712,18915,18925,18610,18891,18771,18974,18895,19370,19543,19622,19116,19141,19467,19229,18728,18495,18011,17308,16430,16440,16283,15165,15390,15244,16378,14419,13810,14755,14191,14347,12607,12064,13381,9918,10566,12123,14884,14163,14471,14611,14971,14278,14401,13200,13511,12408,12623,11418,11041,10700,10059,9186,7417,5923,5218,4757,4450,4074,3508,3168,2741,2390,1978,1620,1281,949,734,557,337,257,216,143,305,6618,6794,7466,8119,8200,8848,8817,9533,9896,9942,10511,10949,10915,11710,12169,12740,13401,13708,14560,15169,16067,16899,17747,17875,18648,18332,18262,17918,17841,17732,17859,17993,17972,18369,18371,18733,19356,18340,18483,18117,18518,18031,17555,17487,16619,15694,14898,14840,14551,13775,14303,14665,15042,13656,13509,14656,13868,14072,12775,12136,14011,10473,11142,12968,16464,15460,15762,15991,16567,15907,16542,15469,15920,15049,15336,14311,14166,13931,13467,12009,11104,9217,9037,8182,7740,7479,6838,6391,5619,4763,4070,3439,2633,1993,1620,1211,867,639,493,314,593
"08","Castilla - la mancha",7425,7764,7901,8061,8412,9210,9294,9721,10206,10231,10517,10587,10571,10568,10804,10775,11412,11454,11946,12448,12828,12870,13883,13618,13923,13911,13670,13774,13622,13472,13932,13972,14361,14251,14305,14372,15009,14397,13844,13838,14238,13548,13213,12428,11285,10556,10064,10157,10223,9153,9366,9450,9926,8946,8007,8744,8605,8728,7365,6403,10068,4924,7021,8596,8971,8985,9034,9811,9694,9368,9697,9157,9037,8565,8354,7329,6975,6992,6590,5907,4626,3635,3294,2979,2640,2414,2092,1822,1621,1290,1012,874,654,541,352,264,181,117,102,60,77,6884,7235,7601,7668,7871,8706,8809,9159,9862,9680,9793,10147,9947,10150,10253,10428,10566,10606,11038,11339,11948,12146,12653,12396,13223,12940,12923,12814,13158,12704,13164,13452,13646,13462,13473,13712,14082,13657,13156,12940,13149,12579,12045,11671,10450,9845,9422,9448,9615,8568,8863,9112,9720,8682,8122,8654,8770,8893,7807,6794,10961,5714,7794,9357,10201,9758,9863,10640,10333,10081,10885,10359,10036,9511,9454,8806,8768,8422,8274,7457,6884,5432,5489,4911,4622,4216,3875,3474,3126,2603,2152,1653,1349,1029,805,607,406,282,231,128,220
"09","Cataluña",30098,29070,29065,29332,28665,28454,28622,28815,29657,29447,29891,30030,30617,31103,31824,33808,34768,36234,39165,42138,44483,47780,51635,53378,55701,57375,57442,56006,56017,55356,54591,53609,53334,54470,53954,53091,53731,50110,49263,47811,47992,47292,47257,46068,43667,42949,41889,42089,42355,39666,38771,41018,43323,39941,37529,39938,37245,36544,31133,29433,37416,21070,26040,31576,32789,31329,30759,31436,30300,28957,28552,26408,25541,23933,23478,21939,20644,19032,17503,16193,13060,10538,9575,8323,7599,6755,5854,5016,4196,3333,2833,2050,1639,1117,796,563,417,257,167,114,199,28389,27848,26995,27629,26836,26884,27352,27476,28394,27899,28074,28348,29059,29064,30407,32108,32852,34696,37326,39522,42859,45183,48861,51190,52861,54152,54230,53550,53192,52215,51883,50892,50644,51835,51041,50931,51934,49317,48327,47779,48204,48027,47600,46663,44126,43539,42516,42651,42730,40495,39545,41860,44802,40781,38490,40793,38692,37562,32149,30253,38040,22030,27316,33212,36597,34795,34311,35792,35356,34472,34918,32461,32173,30799,31194,29599,28677,26958,26402,23924,22741,18903,18336,16128,14911,13644,12855,11124,9932,8171,7062,5595,4292,3450,2543,1893,1287,920,676,412,615
"10","Comunitat valenciana",18207,18080,17390,18550,19026,19727,19950,21073,21829,21515,22177,22252,22877,23324,23867,24729,25861,26187,28460,30148,31868,33552,35771,36783,37246,37106,36831,36377,36014,35907,35712,35361,35139,35722,35300,34796,35349,34077,32439,31821,32156,31880,30956,30306,27530,27372,26039,26079,26983,24858,24415,24805,26641,24112,23338,23905,22914,22930,20123,19166,25503,15017,19032,20700,20514,20523,20218,20805,19799,19027,19527,17714,17081,15386,15865,14278,13313,12354,11663,10388,8513,6786,5908,5082,4618,4122,3709,3137,2623,1988,1665,1199,1010,714,492,360,209,181,97,110,343,17217,17422,16355,17562,17734,18688,18987,19651,20701,20522,21131,21325,21504,21581,22524,23618,24354,24962,26758,28338,30658,32012,33670,34665,35434,35057,35679,34319,34218,34235,33954,33911,33834,34770,34021,33845,34779,32821,32318,31601,32302,31630,30718,30184,27868,27843,26411,26495,27004,25382,25021,26011,27014,24928,23949,25082,24246,23700,21393,19738,27148,16341,20526,22271,22292,22221,22519,23541,22141,21879,22888,21075,21119,19555,20057,19017,17951,16752,16987,14827,13956,11484,10869,9645,8629,8025,7157,6114,5588,4338,3949,2886,2353,1710,1309,1006,740,487,336,212,569
"11","Extremadura",4224,4262,4431,4628,4792,5650,5834,6077,6435,6414,6757,6882,7015,7132,7234,7185,7454,7653,7974,7943,8210,8262,8345,8191,8439,8453,8296,8423,8368,8272,8333,8327,8618,8454,8650,8743,9200,8985,8816,8452,8916,8223,8134,7617,7128,6647,6291,6509,6435,6005,5449,5731,6015,5507,5013,5563,5676,5733,4680,3808,5540,3896,4095,4839,6077,5991,5640,6016,6047,5756,5291,5122,5081,4640,4535,4103,3853,3637,3387,3222,2488,2095,1707,1491,1262,1139,1013,953,791,721,542,470,356,297,187,151,83,71,39,42,67,3943,4085,4212,4598,5035,5306,5429,5796,6143,6160,6297,6445,6554,6642,6655,6705,6954,6950,7391,7365,7940,7697,7946,7778,7994,7774,7877,7667,7912,7818,7836,7926,8113,8341,8234,8323,8628,8325,8145,7922,7837,7578,7382,6858,6264,6049,5613,5688,5711,5414,5038,5360,5915,5279,4870,5491,5647,5790,4744,4036,5845,4327,4546,5142,6694,6536,6360,6720,6789,6425,6170,5979,5989,5640,5589,5241,5153,4986,4645,4304,3879,3397,3174,2808,2439,2364,2186,1886,1883,1616,1319,1049,814,686,519,381,263,208,148,105,129
"12","Galicia",7763,8249,8837,9579,9457,9970,10298,11343,11660,11806,12198,12798,13036,13613,14071,15152,16130,17063,18260,19659,20576,21218,22498,22725,22733,22477,22230,21379,21362,20683,20545,20288,20607,20438,19849,19602,19730,19195,19244,19370,20110,19354,19041,18799,18260,17846,17570,17473,17658,16069,17074,17602,18100,16137,16937,17419,16465,16170,14287,13744,14801,10782,11472,13561,16282,15979,15691,15565,15843,14275,13982,12901,12831,11919,10950,10173,9556,9347,8862,7491,7193,5647,5532,4728,4329,3802,3211,2733,2413,1935,1608,1296,1000,745,510,378,251,187,106,78,319,7238,7733,8116,8817,9069,9443,9787,10738,11021,11190,11611,12258,12542,12979,13519,14415,15535,16491,17123,18518,19980,20699,22010,21733,22693,22553,21372,21032,21053,20770,20715,20805,20800,20587,20488,20087,20028,19659,19457,19810,20114,19627,19446,19131,18745,17616,17581,17601,17717,16416,16852,17731,18309,16525,17856,18028,17118,17092,15237,14747,16146,12227,13021,15555,18525,18275,18717,18620,18679,17009,17293,16341,16393,15162,14592,14319,13988,13695,13522,11656,12044,10112,10213,9009,8576,7747,6831,6014,5545,4539,3873,3087,2491,1853,1459,1087,807,555,405,258,652
"13","Madrid, comunidad de",22868,20755,22406,25026,24330,24691,25037,25527,26342,25808,26017,27052,27249,28065,28709,30247,31542,32571,35209,37400,39099,42053,45374,47612,49821,50751,51150,50469,50283,49684,48838,48513,47839,47974,46904,46902,46712,44784,43191,41395,41328,40024,39087,38622,36031,34840,33064,33805,33472,32016,31908,33120,35096,32143,29919,31625,30308,29854,25396,23213,29610,17838,21148,22663,24073,22963,22634,22821,22036,20785,20141,19162,17891,16028,15731,14059,13321,12493,11321,10114,8635,6981,6128,5559,5035,4464,3858,3429,2927,2483,1865,1490,1042,779,564,454,275,223,139,83,458,21194,19369,21076,23599,23617,23225,23415,24487,25271,24606,24816,25415,25523,26404,27429,28578,29938,31129,33959,36179,38450,41194,44202,46051,49198,49786,50214,49354,49251,49546,48305,47821,47862,48040,47368,47642,47874,45941,44427,43225,43401,42585,41912,41800,39208,38443,37043,37051,36918,34915,34871,36896,38852,35058,32995,34909,33948,32366,27437,24562,32122,20496,23856,26038,28574,26888,26777,27539,26724,25345,25641,24591,24477,22335,22113,20672,19972,19175,18956,16681,15690,13186,12682,11923,10762,10314,9302,8445,7334,6038,5200,4142,3348,2593,2059,1569,1089,849,626,351,1032
"14","Murcia, region de",6820,6453,6534,6599,6598,6657,6586,7091,7317,7172,7470,7540,7492,7517,7554,7812,8063,8518,9050,9881,10522,10898,11503,11453,11670,11619,11708,11519,11234,11115,11036,11037,10974,11085,10910,10680,10422,10021,9203,8910,8999,8892,8558,8382,7272,7144,6801,6844,6731,6301,6052,6131,6555,5855,5523,6106,5283,5079,4558,4435,5820,3699,4925,4983,5173,5022,5180,5154,5007,4875,4853,4340,4455,3817,3949,3548,3441,2845,2721,2400,1903,1604,1450,1193,978,977,758,619,556,440,324,299,209,146,103,85,42,29,29,9,47,6402,6208,6148,6278,6200,6326,6162,6562,6825,6942,7069,7004,6959,7043,7040,7433,7518,7925,8616,9074,9485,9776,10285,10288,10467,10472,10458,10166,10304,9924,10128,9981,10134,10179,10104,9770,9908,9350,8655,8699,8866,8502,8416,8134,7065,6996,6635,6657,6628,6419,6208,6149,6597,5938,5939,6388,5713,5270,4753,4679,6469,3953,5584,5424,5757,5600,5674,5865,5706,5441,5788,5274,5291,4800,4939,4654,4468,3791,4085,3345,2869,2646,2389,2174,1969,1781,1610,1325,1249,996,888,720,519,386,328,219,138,101,70,47,76
