"codine","where_geoname","xy_0_1","xy_1_2","xy_2_3","xy_3_4","xy_4_5","xy_5_6","xy_6_7","xy_7_8","xy_8_9","xy_9_10","xy_10_11","xy_11_12","xy_12_13","xy_13_14","xy_14_15","xy_15_16","xy_16_17","xy_17_18","xy_18_19","xy_19_20","xy_20_21","xy_21_22","xy_22_23","xy_23_24","xy_24_25","xy_25_26","xy_26_27","xy_27_28","xy_28_29","xy_29_30","xy_30_31","xy_31_32","xy_32_33","xy_33_34","xy_34_35","xy_35_36","xy_36_37","xy_37_38","xy_38_39","xy_39_40","xy_40_41","xy_41_42","xy_42_43","xy_43_44","xy_44_45","xy_45_46","xy_46_47","xy_47_48","xy_48_49","xy_49_50","xy_50_51","xy_51_52","xy_52_53","xy_53_54","xy_54_55","xy_55_56","xy_56_57","xy_57_58","xy_58_59","xy_59_60","xy_60_61","xy_61_62","xy_62_63","xy_63_64","xy_64_65","xy_65_66","xy_66_67","xy_67_68","xy_68_69","xy_69_70","xy_70_71","xy_71_72","xy_72_73","xy_73_74","xy_74_75","xy_75_76","xy_76_77","xy_77_78","xy_78_79","xy_79_80","xy_80_81","xy_81_82","xy_82_83","xy_83_84","xy_84_85","xy_85_86","xy_86_87","xy_87_88","xy_88_89","xy_89_90","xy_90_91","xy_91_92","xy_92_93","xy_93_94","xy_94_95","xy_95_96","xy_96_97","xy_97_98","xy_98_99","xy_99_100","xy_100_","xx_0_1","xx_1_2","xx_2_3","xx_3_4","xx_4_5","xx_5_6","xx_6_7","xx_7_8","xx_8_9","xx_9_10","xx_10_11","xx_11_12","xx_12_13","xx_13_14","xx_14_15","xx_15_16","xx_16_17","xx_17_18","xx_18_19","xx_19_20","xx_20_21","xx_21_22","xx_22_23","xx_23_24","xx_24_25","xx_25_26","xx_26_27","xx_27_28","xx_28_29","xx_29_30","xx_30_31","xx_31_32","xx_32_33","xx_33_34","xx_34_35","xx_35_36","xx_36_37","xx_37_38","xx_38_39","xx_39_40","xx_40_41","xx_41_42","xx_42_43","xx_43_44","xx_44_45","xx_45_46","xx_46_47","xx_47_48","xx_48_49","xx_49_50","xx_50_51","xx_51_52","xx_52_53","xx_53_54","xx_54_55","xx_55_56","xx_56_57","xx_57_58","xx_58_59","xx_59_60","xx_60_61","xx_61_62","xx_62_63","xx_63_64","xx_64_65","xx_65_66","xx_66_67","xx_67_68","xx_68_69","xx_69_70","xx_70_71","xx_71_72","xx_72_73","xx_73_74","xx_74_75","xx_75_76","xx_76_77","xx_77_78","xx_78_79","xx_79_80","xx_80_81","xx_81_82","xx_82_83","xx_83_84","xx_84_85","xx_85_86","xx_86_87","xx_87_88","xx_88_89","xx_89_90","xx_90_91","xx_91_92","xx_92_93","xx_93_94","xx_94_95","xx_95_96","xx_96_97","xx_97_98","xx_98_99","xx_99_100","xx_100_"
"01","Andalucía",39638,44023,45598,47482,49028,52376,50509,51016,49058,48345,47026,45561,45524,46289,45345,44219,44394,44079,45271,46278,48893,50326,50740,51129,51621,52176,52934,53963,55542,57766,59895,63032,64944,69037,69975,72694,73193,73638,73003,71767,70627,70401,68983,68801,68188,67863,68653,66803,65951,67202,63298,59582,58021,58192,55753,55130,52939,47852,46319,43194,43991,43116,39870,36183,38833,41062,37746,34361,37137,34493,34690,28268,24669,30659,21698,22046,23691,24205,22671,20731,20933,19094,16869,14911,12806,11033,8709,7577,6132,4924,3983,3054,2241,1647,1066,731,539,362,258,184,449,37260,41539,43384,44815,46191,49004,47704,47913,46958,45616,45184,43515,43628,43140,42541,41420,42028,41612,42438,43539,45887,47903,47827,48905,49823,50577,51593,52903,54218,56690,58520,61492,63403,66520,67272,69522,70319,70835,70004,69731,68116,68388,67174,67051,67079,67631,68887,66063,66355,67934,63609,60227,58510,58856,56742,56252,54407,49217,48108,45397,45561,44771,41837,38554,41846,44869,41159,37877,41314,38527,39466,32703,29026,36972,27431,28329,30487,32914,31220,29365,29795,28462,25611,24213,21570,19457,16310,14686,12455,10768,8790,7299,5396,4334,2900,2173,1605,1168,920,628,1460
"02","Aragón",5750,6133,6329,6561,6708,7057,6794,6623,6418,6386,6271,6078,6163,6174,5975,5950,5870,5950,5871,6029,6166,6271,6251,6520,7030,7181,7177,7480,8017,8403,8535,9064,9555,10349,10526,11106,11490,11769,11753,11596,11196,11371,10926,11195,10839,10665,10606,10565,10420,10676,10305,10109,9644,9632,9554,9337,9022,8472,8223,7560,7585,7614,6974,6906,6977,7238,6697,6489,6519,6246,5940,5394,4925,5480,3727,4023,4511,5093,4926,4762,4788,4533,4226,3792,3465,2997,2672,2241,1965,1678,1360,1049,844,572,343,246,154,114,82,53,118,5483,5893,6068,6296,6326,6542,6386,6200,6009,6184,6035,5732,5874,5646,5607,5329,5576,5560,5557,5774,5811,6187,6238,6146,6556,6950,7108,7435,7635,7712,7928,8592,8998,9631,9853,10299,10633,10583,10704,10457,10322,10433,10287,10207,9964,10207,10369,9922,9868,10075,9783,9526,9530,9659,9226,9026,8968,8479,8170,7661,7740,7839,7242,7074,7446,7681,7085,7044,7147,6791,6736,6008,5569,6292,4528,4779,5669,6576,6353,6287,6482,6374,5703,5727,5221,4950,4316,3973,3367,3188,2728,2282,1850,1462,1037,803,571,402,292,217,375
"03","Asturias, Principado de",3317,3905,3982,3939,4232,4238,4218,4174,4130,4070,3923,3783,3963,3921,3883,3663,3830,3732,3825,3804,4118,4276,4429,4414,4605,4918,5274,5689,5877,6007,6485,6640,7081,7594,7860,8479,8767,9070,8875,8722,8457,8541,8516,8249,8227,8023,8302,8101,8072,8329,8146,8208,8168,8348,8261,8112,8273,7839,7507,7333,7247,7186,6715,6753,6680,6869,6162,6187,6136,5545,5206,4336,4119,4255,3241,3575,3777,4481,4236,4276,4047,3967,3465,3194,2682,2522,2073,1825,1541,1219,981,774,565,440,323,193,119,95,68,45,83,3188,3606,3717,3888,4061,4189,3949,3906,3927,3781,3823,3712,3650,3670,3541,3574,3531,3607,3613,3746,3825,4166,4268,4365,4519,4757,5194,5390,5603,5978,6188,6612,7105,7376,7912,8170,8531,8596,8654,8710,8459,8602,8369,8150,8154,8053,8386,8224,8310,8664,8404,8498,8460,8754,8815,8765,8721,8562,8213,7848,7896,7740,7186,7111,7521,7676,7142,7148,7081,6529,6315,5095,4877,5104,4216,4853,5120,6212,5940,6083,6062,6130,5520,5563,4992,4721,4133,3783,3375,2959,2488,2134,1547,1321,907,667,500,378,264,200,331
"04","Balears, Illes",5077,5631,5958,6162,6227,6693,6320,6189,6001,5943,5789,5778,5521,5642,5432,5306,5285,5192,5209,5307,5370,5698,6009,6135,6353,6772,6920,7311,7959,8197,8693,9209,9608,10252,10361,10669,10697,11094,10938,10895,10565,10561,10163,9960,9494,9361,9260,8940,8793,8724,8277,7725,7464,7696,7195,7011,6627,6357,6040,6000,5859,6027,5483,5165,5229,5535,5018,4835,4696,4459,4203,3772,3209,3697,2717,2627,2797,2777,2577,2559,2332,2143,1870,1723,1465,1226,1170,996,778,694,583,461,334,233,169,115,78,61,44,31,39,4871,5517,5441,5959,5935,6185,5910,5982,5532,5675,5604,5393,5381,5317,5185,4997,4950,4897,4978,5043,5321,5733,5845,6230,6526,6846,7236,7692,8053,8416,8633,8945,9456,9753,9867,10095,10003,10010,9900,9970,9653,9672,9544,9036,8973,8685,8598,8574,8418,8483,8060,7671,7455,7632,7138,7107,6962,6431,6402,6074,5943,5962,5495,5389,5436,5929,5301,4994,4825,4794,4702,4011,3616,3951,3156,3229,3388,3499,3479,3211,3366,3100,2870,2766,2551,2316,2068,1954,1618,1444,1224,1056,839,666,439,367,247,190,158,99,143
"05","Canarias",7126,9020,9232,9682,10108,10914,11052,11040,11017,11126,11123,11004,11152,11222,11073,10586,10329,10497,10537,10806,11200,11931,11953,12328,12926,13242,13277,13625,13737,14442,15110,16114,17046,17793,18260,18648,19052,19682,19832,20200,20305,20602,20430,20036,19440,18935,18974,18532,18448,18576,17465,16800,15760,15202,14223,13704,13395,12699,12383,11531,11203,11193,10630,10283,10012,9762,9287,8877,9164,8743,8157,7757,6754,7055,5163,5474,5374,5642,5365,4953,4591,4196,3482,3074,2590,2249,1779,1562,1246,1014,818,612,473,325,237,212,153,115,81,74,158,6870,8485,8687,9172,9644,10373,10386,10635,10445,10729,10465,10349,10529,10480,10632,9817,10142,10076,10008,10127,10785,11414,11588,12332,12741,13562,13684,13983,14330,14885,15516,16442,17057,17755,18085,18217,18085,18660,18833,19140,19595,19365,19180,19019,18699,18169,18120,18040,18158,17842,16863,16539,15810,15240,14044,13669,13190,12839,12390,12080,11606,11266,10993,10490,10389,10052,9841,9894,9838,9187,8691,8506,7440,8038,6113,6322,6654,7229,6846,6608,6278,6070,5241,4739,4175,3829,3197,2744,2348,2086,1675,1410,1062,866,628,489,423,321,244,179,439
"06","Cantabria",2396,2627,2804,2871,2901,3071,2845,2866,2844,2749,2751,2593,2495,2563,2468,2384,2450,2408,2410,2451,2535,2771,2661,2806,2763,2895,3035,3232,3385,3552,3781,4023,4378,4682,4749,5035,5176,5209,5194,5050,4900,4834,4730,4863,4794,4774,4763,4659,4624,4543,4491,4425,4437,4461,4437,4498,4397,4163,3938,3671,3639,3685,3417,3461,3357,3443,3175,2974,2745,2632,2543,2205,1992,2155,1456,1806,1842,2073,1989,1965,1822,1751,1576,1494,1285,1210,964,866,670,580,478,394,290,179,118,103,71,43,25,17,31,2236,2416,2618,2727,2782,2922,2733,2669,2784,2732,2657,2508,2442,2516,2372,2214,2203,2231,2230,2204,2442,2470,2536,2640,2718,2937,3020,3152,3336,3558,3743,3928,4191,4542,4678,4950,4999,5145,5058,4804,4852,4881,4661,4799,4576,4555,4698,4696,4658,4474,4623,4447,4440,4536,4692,4471,4530,4061,4012,3957,3941,3781,3580,3582,3677,3718,3384,3201,3161,2994,2807,2565,2378,2575,1897,2165,2479,2711,2638,2690,2677,2729,2434,2420,2243,2090,1811,1737,1561,1349,1148,946,783,643,435,381,273,184,141,123,180
"07","Castilla y León",8736,9646,10088,10489,10537,11086,10737,10660,10675,10615,10315,10427,10218,10605,10195,10152,10409,10246,10331,10721,11281,11721,12028,12071,12566,12888,13066,13748,14395,14869,14914,15848,16637,17576,18000,18984,19100,19644,19219,19503,19163,19216,19623,19148,19827,19527,19936,19583,20030,20248,20186,19639,19764,19785,19498,18950,18520,17938,17009,16143,15984,15705,14635,14684,14554,15386,13536,12887,13595,13102,13018,11280,10647,11596,8339,8781,9692,11516,10659,10436,10112,9900,9184,8535,7322,6901,5954,5294,4462,3753,3242,2649,1989,1329,850,589,452,331,231,140,320,8122,9038,9515,9857,10015,10500,9983,10061,10129,10029,10239,9746,9799,9848,9858,9535,9927,9797,9889,9940,10706,11057,11158,11656,12095,12105,12646,12962,13327,13901,14253,14941,15466,16300,17114,17920,17928,18709,18211,18552,18236,18369,18361,18586,18923,18974,19388,19186,19512,20167,19142,19232,18750,19152,18552,18038,17987,16934,15943,15144,15052,14772,13935,14393,14797,15058,13656,13394,14488,13716,13876,12439,11902,13366,9866,10465,11886,14705,13640,13794,13603,13603,12823,12587,11375,11155,9837,9169,7996,7246,6466,5410,4257,3362,2277,1860,1342,1054,801,582,1125
"08","Castilla – La Mancha",9143,10328,10964,11282,11718,12160,11470,11700,11175,11251,11025,10779,10666,10940,10865,10514,10512,10654,10902,11176,11376,12001,12151,12290,12630,12828,13001,13369,13513,14422,14966,15710,16514,17296,17595,18463,18593,18516,18396,18076,17777,17388,17038,17232,17048,17168,17068,16497,16511,16891,15958,15349,15160,15408,14658,14030,13236,11957,11142,10540,10548,10488,9399,9521,9528,9886,8955,7939,8439,8343,8374,6896,5956,9092,4308,6054,7107,7090,6895,6648,6734,6536,5930,5672,4964,4520,3889,3470,2675,2243,1918,1539,1095,702,464,335,240,169,100,96,137,8657,9901,10246,10728,10894,11392,11137,10844,10653,10490,10618,10076,10178,10247,10352,10100,10143,9984,10197,10479,10794,11616,11598,11729,12224,12234,12644,12791,12925,13430,13863,14487,14985,15736,16053,16527,16218,17067,16577,16380,16231,16127,15804,16019,16127,16171,15879,15478,15486,15776,15145,14523,14276,14307,13817,13028,12668,11307,10693,10242,10096,10250,9221,9451,9632,10265,9230,8525,9002,9048,9204,7913,6798,10720,5567,7427,8753,9171,8715,8474,8835,8300,7924,7952,7247,6608,5844,5270,4578,3993,3410,2867,2225,1690,1107,927,655,477,343,258,461
"09","Cataluña",36017,39815,41297,43160,43722,45380,43375,43012,42238,41289,40279,38472,37468,37754,36514,35598,35599,35173,34765,35349,35919,37119,36962,37846,38934,40195,41370,43077,46188,48027,50789,54941,58626,62091,64798,69094,70851,71629,72216,71215,68720,67761,65860,64532,61892,61193,60739,59203,57783,57831,53559,52275,50028,50017,48666,48065,46449,43509,42534,40896,40761,40525,37591,36285,38122,39647,36117,33433,35091,32295,31200,26603,24498,30491,16803,20100,23749,23953,22380,21228,20634,19124,17196,15980,13874,12121,10464,9155,7637,6333,5125,4025,3052,2093,1319,1009,685,463,331,237,336,34100,37640,39138,40291,40620,42876,40810,40673,39740,39419,37858,36298,35624,35925,34582,32801,33205,32034,32505,32962,33813,35269,35403,36772,38446,40609,41854,44297,46601,48864,50952,54395,56671,60171,61990,65084,66306,67138,66925,65967,63950,63126,61099,60233,58634,57718,58300,56645,56174,56534,53679,52162,51199,51187,50604,49831,48679,45788,44674,43565,43201,43208,40783,39619,41441,44092,39924,37577,39425,37167,35932,30425,28698,35422,20256,24940,30005,31970,30149,29264,29502,28506,26742,26048,22884,21513,19273,18215,15648,13905,11535,10000,7741,6152,4366,3347,2428,1762,1216,925,1548
"10","Comunitat Valenciana",21481,24161,25312,26706,27282,29159,28277,27884,27006,27061,26271,25371,25071,24972,24073,23799,23860,23764,23793,24000,25235,25868,25946,26498,26993,27743,28435,29202,30253,32083,32912,35963,38394,40653,42486,45155,46026,46367,45973,45374,44035,43623,43068,42593,41789,41132,41333,39887,39150,39357,37690,35673,34875,34817,34254,33042,31900,29061,28838,27019,26903,27695,25651,25015,25457,27275,25090,24130,23989,23167,22597,19696,18234,23138,13690,16363,17016,15918,15327,14364,13922,12387,11130,10250,8748,7553,6243,5660,4437,3600,2821,2328,1671,1141,778,507,383,287,178,125,219,20193,22962,23596,24821,25570,27443,26691,26422,25990,25255,25174,23907,23695,23728,23375,22319,22358,22255,22414,22699,23611,24730,25099,25550,26227,27284,27703,29009,30157,31508,32365,34770,36499,39176,40413,42029,42808,43067,42356,42855,40892,40486,40186,39875,39807,39503,39987,38426,37965,38934,36623,35981,35171,35654,34882,33753,32976,30649,30333,28877,28880,29472,27782,27405,28590,29598,27859,26525,26798,26260,25231,22331,20378,27004,16092,19722,20796,19837,19405,19071,19159,17387,16394,16103,14118,13191,11342,10647,8959,7679,6364,5498,4089,3034,2202,1672,1154,805,639,431,817
