"codine","where_geoname","xy_0_1","xy_1_2","xy_2_3","xy_3_4","xy_4_5","xy_5_6","xy_6_7","xy_7_8","xy_8_9","xy_9_10","xy_10_11","xy_11_12","xy_12_13","xy_13_14","xy_14_15","xy_15_16","xy_16_17","xy_17_18","xy_18_19","xy_19_20","xy_20_21","xy_21_22","xy_22_23","xy_23_24","xy_24_25","xy_25_26","xy_26_27","xy_27_28","xy_28_29","xy_29_30","xy_30_31","xy_31_32","xy_32_33","xy_33_34","xy_34_35","xy_35_36","xy_36_37","xy_37_38","xy_38_39","xy_39_40","xy_40_41","xy_41_42","xy_42_43","xy_43_44","xy_44_45","xy_45_46","xy_46_47","xy_47_48","xy_48_49","xy_49_50","xy_50_51","xy_51_52","xy_52_53","xy_53_54","xy_54_55","xy_55_56","xy_56_57","xy_57_58","xy_58_59","xy_59_60","xy_60_61","xy_61_62","xy_62_63","xy_63_64","xy_64_65","xy_65_66","xy_66_67","xy_67_68","xy_68_69","xy_69_70","xy_70_71","xy_71_72","xy_72_73","xy_73_74","xy_74_75","xy_75_76","xy_76_77","xy_77_78","xy_78_79","xy_79_80","xy_80_81","xy_81_82","xy_82_83","xy_83_84","xy_84_85","xy_85_86","xy_86_87","xy_87_88","xy_88_89","xy_89_90","xy_90_91","xy_91_92","xy_92_93","xy_93_94","xy_94_95","xy_95_96","xy_96_97","xy_97_98","xy_98_99","xy_99_100","xy_100_","xx_0_1","xx_1_2","xx_2_3","xx_3_4","xx_4_5","xx_5_6","xx_6_7","xx_7_8","xx_8_9","xx_9_10","xx_10_11","xx_11_12","xx_12_13","xx_13_14","xx_14_15","xx_15_16","xx_16_17","xx_17_18","xx_18_19","xx_19_20","xx_20_21","xx_21_22","xx_22_23","xx_23_24","xx_24_25","xx_25_26","xx_26_27","xx_27_28","xx_28_29","xx_29_30","xx_30_31","xx_31_32","xx_32_33","xx_33_34","xx_34_35","xx_35_36","xx_36_37","xx_37_38","xx_38_39","xx_39_40","xx_40_41","xx_41_42","xx_42_43","xx_43_44","xx_44_45","xx_45_46","xx_46_47","xx_47_48","xx_48_49","xx_49_50","xx_50_51","xx_51_52","xx_52_53","xx_53_54","xx_54_55","xx_55_56","xx_56_57","xx_57_58","xx_58_59","xx_59_60","xx_60_61","xx_61_62","xx_62_63","xx_63_64","xx_64_65","xx_65_66","xx_66_67","xx_67_68","xx_68_69","xx_69_70","xx_70_71","xx_71_72","xx_72_73","xx_73_74","xx_74_75","xx_75_76","xx_76_77","xx_77_78","xx_78_79","xx_79_80","xx_80_81","xx_81_82","xx_82_83","xx_83_84","xx_84_85","xx_85_86","xx_86_87","xx_87_88","xx_88_89","xx_89_90","xx_90_91","xx_91_92","xx_92_93","xx_93_94","xx_94_95","xx_95_96","xx_96_97","xx_97_98","xx_98_99","xx_99_100","xx_100_"
"01","Andalucía",41440,46450,48344,52314,50616,51118,49277,48498,47273,45825,45735,46656,45634,44437,45037,44853,45771,46404,49108,50649,51208,51543,52417,53017,54029,55181,56972,59281,61587,64640,66363,70608,71395,74038,74531,74871,74304,73027,71810,71567,70316,69971,69338,69217,69932,68012,67020,68453,64464,60636,59148,59524,57001,56275,54084,48941,47372,44241,45115,44218,40866,37245,40026,42474,38931,35660,38728,36141,36491,30074,26270,32851,23594,24037,25940,26885,25368,23533,23913,22174,19968,17917,15805,13844,11323,9988,8487,6982,5894,4645,3650,2747,1835,1362,994,712,589,392,276,205,363,39464,43778,45755,48880,47631,47886,47003,45671,45329,43583,43719,43220,42613,41753,42654,42452,43148,43719,45905,47940,47870,48870,50038,50724,52016,53448,54885,57564,59353,62319,64275,67449,68086,70253,71047,71573,70852,70385,68931,69129,67875,67898,67837,68282,69664,66770,67214,68582,64466,60968,59173,59620,57523,56897,54986,49792,48714,46017,46144,45409,42390,39202,42543,45696,41893,38673,42264,39561,40623,33875,30059,38433,28675,29705,32128,34770,33258,31517,32349,31201,28427,27350,24763,22741,19497,18050,15815,13950,11867,10263,7984,6576,4555,3661,2745,2069,1632,1208,858,656,1217
"02","Aragón",6221,6618,6719,7163,6878,6710,6498,6474,6338,6150,6188,6179,6054,5987,5941,5965,5907,6022,6167,6282,6275,6557,7133,7359,7451,7786,8361,8715,8869,9451,10035,10766,11018,11646,12034,12259,12251,12075,11580,11814,11346,11602,11212,11132,10972,10842,10690,11020,10595,10376,9944,9948,9823,9602,9280,8748,8476,7800,7829,7865,7184,7133,7191,7444,6910,6714,6756,6484,6166,5638,5135,5734,3928,4242,4813,5431,5289,5189,5291,5042,4761,4331,4048,3616,3250,2786,2559,2195,1897,1545,1244,913,580,423,294,217,155,136,74,61,101,5962,6323,6282,6631,6497,6279,6133,6289,6118,5799,5938,5730,5661,5408,5624,5617,5560,5781,5790,6141,6229,6172,6651,7164,7326,7664,7830,7891,8165,8814,9260,9847,10162,10559,10817,10797,10905,10597,10494,10564,10438,10372,10174,10408,10520,10034,10004,10200,9923,9669,9639,9810,9393,9177,9069,8614,8343,7791,7874,7955,7372,7175,7574,7817,7163,7147,7252,6886,6845,6090,5673,6450,4658,4938,5838,6819,6582,6575,6825,6767,6136,6189,5763,5534,4961,4610,4062,3909,3453,3027,2483,2066,1523,1240,915,656,500,408,286,222,302
"03","Asturias, principado de",3868,3897,4192,4211,4200,4137,4126,4062,3905,3758,3926,3891,3855,3660,3779,3695,3822,3758,4109,4278,4397,4427,4640,5012,5379,5840,6075,6208,6693,6816,7288,7744,8071,8643,8896,9199,9048,8870,8535,8632,8663,8351,8301,8122,8376,8174,8159,8451,8250,8296,8285,8464,8396,8204,8391,7978,7654,7449,7438,7347,6873,6909,6864,7077,6324,6384,6332,5719,5444,4515,4292,4482,3454,3810,4025,4854,4643,4737,4514,4466,3930,3752,3222,3089,2609,2370,2033,1709,1382,1140,862,657,499,348,232,176,130,89,64,52,66,3571,3801,4002,4188,3930,3901,3900,3762,3806,3681,3610,3641,3518,3536,3534,3600,3612,3706,3752,4110,4192,4332,4509,4829,5262,5508,5723,6099,6316,6722,7232,7475,7960,8269,8611,8673,8722,8806,8509,8658,8425,8203,8163,8069,8421,8252,8337,8696,8469,8536,8507,8808,8863,8793,8796,8625,8259,7913,7955,7807,7261,7174,7633,7777,7223,7218,7178,6641,6414,5176,4954,5202,4336,5001,5285,6444,6178,6391,6376,6552,5921,6067,5503,5336,4724,4409,4045,3649,3137,2813,2146,1851,1325,1112,791,653,464,374,258,200,283
"04","Balears, illes",5435,6119,6094,6724,6346,6260,6100,6033,5830,5882,5572,5649,5466,5380,5333,5251,5193,5282,5292,5640,5799,5943,6104,6451,6712,7186,7813,8102,8673,9318,9741,10454,10658,10883,11068,11409,11240,11189,10883,10892,10512,10297,9876,9693,9599,9330,9213,9174,8643,8159,7837,8104,7586,7344,7028,6687,6374,6336,6222,6388,5833,5535,5611,5914,5453,5210,5116,4893,4655,4280,3711,4135,3162,3031,3231,3201,2969,2967,2698,2527,2237,2109,1799,1569,1511,1338,1085,976,839,648,567,417,298,218,157,118,93,75,43,27,34,4875,5825,5864,6128,5913,5968,5573,5699,5652,5459,5446,5361,5204,5089,5029,4985,4974,4935,5104,5491,5578,5829,6203,6439,6923,7440,7902,8294,8590,9059,9570,10009,10130,10252,10305,10243,10163,10198,9903,9802,9832,9266,9202,8948,8832,8805,8685,8705,8269,7967,7705,7856,7394,7333,7211,6724,6659,6361,6241,6267,5737,5709,5704,6215,5589,5343,5115,5185,5081,4362,3989,4285,3453,3500,3694,3756,3749,3464,3662,3354,3188,3104,2896,2676,2426,2358,2032,1865,1619,1468,1187,998,714,592,447,366,268,171,126,97,136
"05","Canarias",8264,9428,9869,10778,10946,11010,11031,11123,11098,10987,11169,11187,11099,10611,10416,10650,10742,10751,11089,11790,11565,11971,12582,12946,13036,13356,13645,14482,15156,16205,17209,17973,18603,18834,19263,19935,20037,20453,20593,20896,20690,20443,19760,19301,19275,18920,18808,18993,17946,17101,16156,15609,14588,14097,13793,13109,12753,11943,11650,11587,11022,10728,10337,10221,9758,9383,9622,9402,8751,8515,7445,7801,5844,6221,6149,6429,6184,5736,5340,4931,4238,3764,3251,2843,2343,2098,1722,1453,1199,991,785,587,418,342,273,210,167,149,91,84,113,7727,8988,9369,10221,10239,10501,10384,10702,10387,10362,10536,10484,10608,9881,10339,10289,10212,9960,10406,10853,10946,11655,12177,12955,13292,13754,14200,14880,15585,16541,17336,17951,18301,18461,18275,18825,19037,19377,19801,19574,19340,19250,18929,18378,18397,18217,18255,18066,17057,16695,16017,15413,14331,13888,13407,13118,12605,12374,11962,11506,11259,10766,10675,10326,10231,10211,10220,9640,9196,9026,7946,8644,6608,6861,7175,7894,7459,7190,6871,6688,5850,5373,4808,4459,3822,3323,2958,2712,2199,1977,1514,1298,940,789,644,494,426,321,231,168,336
"06","Cantabria",2713,2882,2976,3115,2884,2895,2894,2754,2750,2624,2491,2580,2475,2370,2465,2416,2391,2420,2534,2812,2696,2848,2781,2940,3117,3301,3438,3607,3876,4079,4491,4777,4828,5150,5229,5296,5307,5110,4999,4874,4800,4951,4869,4858,4840,4721,4661,4638,4573,4515,4521,4517,4529,4586,4471,4244,4032,3764,3713,3768,3507,3533,3428,3569,3242,3056,2820,2699,2648,2284,2087,2253,1565,1902,1992,2215,2172,2135,2008,1963,1803,1722,1534,1488,1197,1086,909,811,662,539,416,286,188,164,118,80,58,38,25,21,20,2420,2700,2777,2883,2714,2639,2779,2726,2632,2518,2432,2519,2351,2224,2214,2258,2228,2187,2438,2465,2526,2641,2739,2963,3046,3223,3416,3613,3787,3993,4269,4600,4724,4990,5045,5188,5090,4830,4916,4932,4682,4841,4606,4609,4709,4740,4674,4509,4638,4463,4487,4595,4735,4503,4572,4111,4040,3978,3984,3826,3607,3615,3703,3763,3424,3236,3203,3035,2850,2597,2420,2624,1948,2216,2556,2821,2727,2800,2824,2929,2602,2640,2471,2361,2059,2022,1839,1660,1459,1230,1033,868,617,564,422,318,245,228,145,96,148
"07","Castilla y león",9463,10430,10497,11114,10837,10692,10752,10739,10395,10491,10261,10635,10244,10181,10560,10421,10458,10826,11349,11780,12154,12374,12829,13402,13646,14391,15163,15615,15668,16610,17449,18317,18600,19666,19775,20299,19848,20097,19740,19713,20100,19723,20275,20007,20390,20009,20424,20625,20692,20051,20133,20157,19893,19296,18879,18275,17376,16470,16350,16013,14972,15060,14873,15765,13917,13189,13991,13456,13514,11733,11069,12116,8745,9290,10321,12333,11438,11331,11142,10996,10215,9700,8504,8177,7199,6622,5613,4934,4398,3686,2919,2046,1354,1018,826,623,427,300,246,160,304,8899,9767,9984,10540,10052,10135,10162,10092,10280,9794,9820,9775,9894,9571,10058,9991,10055,10064,10697,11092,11218,11871,12436,12481,13277,13567,13912,14499,14844,15501,16018,16765,17466,18309,18319,19021,18561,18869,18500,18615,18647,18803,19148,19226,19575,19371,19714,20358,19233,19408,18892,19358,18733,18213,18168,17100,16139,15310,15247,14911,14041,14523,14996,15243,13809,13588,14733,13937,14099,12650,12089,13646,10088,10728,12274,15232,14141,14318,14264,14384,13647,13566,12429,12394,11088,10619,9368,8747,8028,6962,5678,4630,3313,2808,2145,1698,1375,1025,789,532,988
"08","Castilla - la mancha",10259,11223,11719,12347,11793,11952,11396,11483,11259,10892,10846,11069,11033,10664,10703,10862,11069,11310,11533,12138,12411,12594,13057,13424,13732,14188,14324,15255,15770,16595,17364,18258,18623,19371,19393,19405,19280,18863,18484,18108,17674,17959,17695,17787,17726,16981,17002,17449,16418,15712,15594,15777,15081,14397,13652,12234,11492,10848,10849,10768,9662,9773,9826,10168,9161,8213,8768,8625,8719,7222,6290,9592,4579,6461,7640,7667,7495,7296,7384,7268,6773,6535,5867,5421,4692,4357,3441,2990,2666,2239,1703,1143,743,605,450,354,208,208,110,82,108,9546,10661,10896,11570,11279,10948,10871,10616,10755,10164,10384,10356,10481,10242,10359,10193,10455,10567,10866,11690,11775,11921,12625,12799,13263,13493,13560,13999,14485,15176,15563,16329,16567,17013,16714,17583,17029,16788,16574,16509,16128,16341,16551,16478,16170,15723,15788,16024,15354,14784,14488,14514,14045,13244,12866,11451,10880,10382,10265,10432,9373,9617,9803,10473,9421,8738,9259,9309,9425,8139,7036,11040,5778,7683,9127,9580,9190,8952,9443,8923,8584,8696,8125,7488,6718,6237,5543,4997,4402,3857,3098,2462,1661,1485,1083,862,621,458,342,243,397
"09","Cataluña",40550,43962,44277,45983,43963,43603,42690,41659,40602,38741,37697,37886,36574,35626,35658,35170,34594,34933,35662,36830,36754,37586,38720,39972,41703,43506,46890,49363,52118,56694,60558,64317,67093,71398,72879,73961,74392,73315,70840,69765,67878,66459,63856,63082,62398,60783,59334,59346,54926,53609,51253,51196,49881,49244,47667,44705,43659,41998,41750,41563,38616,37413,39244,40820,37301,34576,36372,33605,32567,27724,25668,32120,17793,21528,25421,25761,24248,23190,22848,21415,19455,18448,16213,14619,12838,11594,9876,8527,7186,5708,4644,3295,2204,1693,1214,899,630,459,317,203,305,38330,40788,40801,43344,41310,41132,40143,39818,38227,36645,35861,36218,34794,32937,33453,32265,32349,32544,33203,34397,34528,35748,37307,39643,41151,43963,46737,49348,51524,55117,57564,61263,63249,66309,67516,68199,68037,67089,64950,64111,62071,60981,59412,58437,58998,57245,56891,57230,54359,52746,51817,51878,51240,50467,49278,46351,45292,44171,43754,43771,41304,40185,42020,44667,40445,38163,40074,37818,36668,31065,29367,36338,20867,25700,30921,33242,31440,30652,31123,30288,28733,28291,25234,24047,21965,21286,18796,17118,14624,13157,10570,8816,6451,5232,3985,2953,2229,1734,1199,880,1332
"10","Comunitat valenciana",23754,26414,27096,29504,28692,28250,27479,27414,26668,25757,25491,25347,24485,24147,24365,24371,24340,24369,25616,26309,26352,26996,27693,28626,29527,30396,31647,33369,34501,37610,40216,42597,44469,47120,48050,48146,47716,47141,45630,45278,44728,44209,43300,42710,42733,41128,40485,40638,38937,36946,36090,36114,35372,34198,33059,30239,29918,28103,28037,28914,26696,26166,26740,28574,26391,25508,25390,24736,24214,21392,20078,25241,15420,18366,19178,18031,17525,16530,16135,14491,13284,12523,10840,9559,8097,7607,6231,5240,4311,3540,2782,1960,1352,963,709,585,382,299,182,162,188,22137,24607,25284,27595,26989,26694,26249,25619,25445,24328,24048,24190,23722,22699,22975,22963,22892,22958,23810,24938,25293,25715,26670,27744,28470,29909,31079,32450,33485,35877,37759,40358,41488,43330,43947,44178,43424,43833,41790,41388,41124,40863,40677,40487,40851,39155,38794,39765,37357,36820,35955,36437,35676,34592,33788,31490,31193,29705,29759,30337,28589,28378,29536,30671,28956,27707,28051,27655,26498,23745,21860,28594,17522,21202,22299,21396,20989,20663,20849,19056,18168,18181,16170,15362,13459,12936,11269,9842,8477,7643,5872,4708,3481,2731,2068,1461,1147,829,588,415,685
